entrez	new
1	285349
2	388555
9	6199
10	1990
12	81605
13	7093
14	79171
15	8509
16	3222
18	89778
19	55504
20	389033
21	5155
22	786
23	5178
24	10915
25	54901
26	23657
27	1809
28	10809
29	51645
30	122786
31	23070
32	3069
33	4056
34	136647
35	9697
36	51205
37	79693
38	55601
39	5657
40	163589
41	3298
43	553
47	27257
48	134111
49	9690
50	3918
51	552
52	81631
53	79590
54	257144
55	3240
56	219487
58	25924
59	27122
60	442194
70	5888
71	5051
72	57037
81	10149
86	7139
87	4739
88	388931
89	112714
90	6091
91	246126
92	885
93	5172
94	145264
95	374900
97	56928
98	4018
100	137209
101	8871
102	57216
103	8030
104	10570
105	139728
107	85437
108	22918
109	389898
111	64285
112	347487
113	5675
114	84650
115	11222
116	126520
117	157869
118	148203
119	8424
120	10024
123	83594
124	1183
125	2837
126	6583
127	23214
128	991
130	115948
131	9929
132	26225
133	219436
134	887
135	283093
136	284252
140	6093
141	259307
142	54752
143	340665
146	1294
147	26576
148	153364
150	7916
151	51143
152	3975
153	284467
154	57035
155	3373
156	51535
157	131034
158	1836
159	57010
160	8533
161	644070
162	6822
163	5905
164	10316
165	26211
166	5636
167	10100
173	54964
174	23671
175	51776
176	5396
177	3769
178	5680
181	284217
182	79626
183	28317
185	9143
186	390538
187	29927
189	10272
190	4897
191	7178
196	7988
197	148581
199	221264
202	10529
203	8553
204	51226
205	23029
207	29070
208	84812
210	5810
211	10982
212	81577
213	883
214	166012
215	153562
216	5452
217	90594
218	3572
219	83401
220	55275
221	9181
222	26507
223	134864
224	29880
225	1974
226	27341
229	23211
230	57175
231	1233
238	149951
239	26085
240	80176
241	84620
242	389874
246	5342
247	144321
248	57172
249	6691
250	168620
251	1288
257	6906
258	51809
259	100506422
262	2072
265	2581
266	3426
267	1153
268	6857
269	115677
270	10992
271	100288072
272	11179
273	126375
274	6884
275	6014
276	653550
277	27338
278	9132
279	345222
280	8269
283	340069
284	9023
285	1187
286	101927423
287	7157
288	51363
290	864
291	5705
292	2281
293	64326
301	9586
302	25861
304	58483
306	251
307	147694
308	326624
309	3765
310	4647
311	1787
312	414328
313	149708
314	84135
316	64600
317	196968
318	54472
319	128272
320	84688
321	6780
322	4223
323	100130933
324	29081
325	57212
326	22877
327	9480
328	8669
329	5566
330	1811
331	9519
332	23011
333	162517
334	653567
335	9388
336	4000
337	140890
338	706
339	81609
341	57513
343	92747
344	389549
345	92840
346	81542
347	57655
348	6369
350	3739
351	10308
353	162427
354	494470
355	284076
356	56172
357	7067
358	5691
359	89857
360	57459
361	51122
362	57609
363	6713
364	7301
366	5676
367	83940
368	56130
369	8605
372	10293
373	286006
374	7010
375	8345
377	171019
378	1412
379	54984
381	644694
382	166752
383	54468
384	9705
387	51377
388	79334
389	54551
390	54512
391	29997
392	54906
393	8502
394	9255
395	84317
396	4867
397	8263
398	5970
399	8685
400	222894
401	90288
402	4246
403	51559
405	55690
406	84844
407	81
408	60672
409	4152
410	115548
411	337867
412	7913
414	51319
415	3268
416	124565
417	4233
419	10600
420	55786
421	2937
427	2947
429	3189
430	1958
432	56140
433	25802
434	79295
435	6345
438	4237
439	53842
440	7531
443	60490
444	57099
445	58513
460	339500
462	8629
463	728276
466	23743
467	6035
468	143458
471	60558
472	10989
473	26747
474	55638
475	5635
476	7710
477	28834
478	29958
479	222236
480	285025
481	647589
482	401507
483	91304
486	339778
487	3127
488	51643
489	2981
490	6229
491	50833
492	10998
493	7009
495	3777
496	4241
498	245928
501	1070
506	64283
509	201299
513	6943
514	93973
515	375775
516	5441
517	10769
518	643664
521	10970
522	100288797
523	9329
525	11328
526	93107
527	8195
528	54482
529	27252
533	11281
534	10081
535	22994
537	4017
538	399979
539	1659
540	408
545	85508
546	7132
547	27229
549	375318
550	152206
551	7469
552	10164
553	339855
554	5745
558	3219
563	359948
566	9931
567	9442
570	25821
571	259
572	25880
573	103
574	442191
575	10767
576	1006
577	283455
578	55105
579	7379
580	54665
581	79102
582	6834
583	84191
585	286207
586	114780
587	151647
590	79571
593	388372
594	11251
595	57560
596	10085
597	613210
598	79640
599	9424
602	128486
604	7423
605	79609
607	4720
608	582
610	51759
611	440515
613	10421
617	79924
622	408050
623	51222
624	390916
627	128876
629	391365
631	57817
632	79230
633	27288
634	728340
635	8440
636	91461
637	9217
638	8445
639	10850
640	283257
641	7936
642	10242
643	1616
644	4435
645	9978
646	9896
648	6656
649	63916
650	57695
651	5409
652	25865
653	6271
654	54836
655	6609
656	9495
657	139804
658	8503
659	222
660	8208
661	23475
662	80700
663	4976
664	23365
665	8348
666	9175
667	10612
668	403273
669	1120
670	503834
671	10816
672	57214
673	79035
675	7064
676	10008
677	3651
678	51006
680	5627
682	4978
683	285643
684	51602
685	54897
686	85004
687	2579
688	51629
689	347736
694	22839
695	2764
696	140612
699	6729
701	9481
705	27158
706	29127
708	79891
710	114814
712	51339
713	931
714	10299
715	390432
716	390792
717	9668
718	127544
719	79591
720	51411
721	54457
722	6518
725	116534
726	51666
727	8555
728	815
729	811
730	5739
731	79896
732	768211
733	2790
734	344787
735	10113
738	26520
740	165918
741	57704
744	5868
745	64768
746	57149
747	92359
750	3978
752	440387
753	55536
754	23545
755	29116
757	84286
758	91750
759	28969
760	728358
761	54510
762	653125
763	10330
765	1301
766	5024
767	6231
768	10874
770	79656
771	387267
773	55219
774	440498
775	84078
776	200407
777	6634
778	120406
779	55750
780	10901
781	201305
782	10826
783	81469
784	3340
785	57007
786	26164
788	116154
790	3485
793	9056
794	4189
795	6388
796	7258
797	51655
799	23197
800	57509
801	9404
805	1636
808	2099
810	93145
811	140578
813	5478
814	23677
815	125963
816	200958
817	80270
818	286676
819	55223
820	4145
821	1375
822	114569
823	11140
824	7764
825	26355
826	51069
827	51639
828	55809
829	22796
830	51008
831	4070
832	5007
833	274
834	59338
835	92558
836	283820
837	3291
838	1002
839	11262
840	8846
841	51000
842	245908
843	6415
844	57209
845	145946
846	5639
847	3622
856	10283
857	7280
858	10385
859	6855
860	2648
861	10105
862	23133
863	51750
864	10906
865	55167
866	51181
867	79094
868	9631
869	4958
871	100272147
873	1213
874	64850
875	338662
881	100288485
883	8682
885	776
886	2149
887	4632
889	80852
890	28299
891	52
892	386653
894	23398
896	90678
898	996
899	5411
900	728492
901	83876
902	23624
904	7136
905	7266
908	5201
909	25976
910	23523
911	162394
912	768239
913	83538
914	64446
915	64211
916	2301
917	5494
919	23401
920	9392
921	197258
922	7329
923	23786
924	339487
925	163259
926	56995
927	10352
928	55929
929	127066
930	284114
931	838
932	84188
933	81870
939	55284
940	64975
941	129446
942	64711
943	8390
944	1455
945	2896
946	391194
947	400120
948	83460
949	79175
950	10302
951	100820829
952	11227
953	5902
954	414062
955	57475
956	4436
957	26707
958	2314
959	7096
960	84897
961	100526832
962	643376
963	150696
965	81550
966	51141
967	343263
968	280658
969	653689
970	401541
971	256076
972	1413
973	2707
974	79133
975	10567
976	54112
977	127833
978	80219
983	11190
984	9125
987	55584
988	10585
989	613227
990	64786
991	9319
993	260436
994	5031
995	84842
996	10572
997	11168
998	56925
999	2035
1000	138065
1001	6840
1002	79668
1003	6302
1004	219429
1005	171568
1006	201562
1007	283417
1008	23768
1009	100271715
1010	1672
1012	9350
1013	1444
1014	280660
1015	79549
1016	5865
1017	151835
1018	136332
1019	25801
1020	93323
1021	55884
1022	51285
1024	56241
1025	8807
1026	25897
1027	84618
1028	55028
1029	909
1030	2819
1031	5288
1032	7343
1033	145165
1036	4288
1039	5894
1040	2444
1041	50632
1043	26503
1044	26589
1045	6256
1046	301
1047	4142
1048	338811
1050	55739
1051	27094
1052	10135
1053	4846
1054	8131
1056	131965
1058	118471
1059	8785
1060	197342
1062	3039
1063	1401
1066	57684
1068	6120
1069	3764
1070	4998
1071	7088
1072	277
1073	29841
1075	26190
1080	4488
1081	5453
1082	23598
1084	2081
1087	340980
1088	548313
1089	57460
1101	50855
1102	55634
1103	9156
1104	6692
1105	79882
1106	56257
1107	9202
1108	84063
1109	221937
1111	347735
1112	161931
1113	23213
1114	8676
1116	57405
1117	23544
1118	402682
1119	2745
1120	641700
1121	5143
1122	9580
1123	171586
1124	56147
1128	84952
1129	2296
1130	132724
1131	6737
1132	392391
1133	2688
1134	27089
1135	8022
1136	196335
1137	63920
1138	133522
1139	143384
1140	84324
1141	218
1142	220004
1143	1411
1144	151516
1145	23251
1146	11022
1147	487
1149	9351
1152	9354
1153	254773
1154	51295
1155	2568
1158	23307
1159	10332
1160	267012
1161	1000
1163	7404
1164	55505
1173	92283
1174	23008
1175	53917
1176	154881
1178	57728
1179	729428
1180	51329
1181	10892
1182	83871
1183	79585
1184	283298
1185	84639
1186	28984
1187	7392
1188	253725
1191	643834
1192	445571
1193	84851
1195	10491
1196	11346
1198	116349
1200	10127
1201	84991
1203	55742
1207	92689
1208	5549
1209	55709
1211	1861
1212	120146
1213	7138
1215	54751
1230	85280
1232	9545
1233	9578
1234	8815
1235	353274
1236	11169
1237	832
1238	84290
1240	29990
1241	390154
1244	6519
1258	114960
1259	1374
1260	9501
1261	121227
1262	81127
1263	116842
1264	126410
1265	89944
1266	221938
1267	4544
1268	339327
1269	3851
1270	83442
1271	5937
1272	1059
1277	58488
1278	1179
1280	26960
1281	341567
1282	27069
1284	5698
1285	4481
1286	57758
1287	64921
1288	6663
1289	653121
1290	65018
1291	117286
1292	100288413
1293	148789
1294	57461
1295	55711
1296	2842
1297	23621
1298	3913
1299	51249
1300	252969
1301	2071
1302	10220
1303	54620
1305	54784
1306	9711
1307	55004
1308	8329
1310	131076
1311	122953
1312	79825
1314	340419
1315	260425
1316	26037
1317	1429
1318	149954
1325	23729
1326	64763
1327	6237
1329	7980
1337	7029
1339	8192
1340	5225
1345	5684
1346	10894
1347	55565
1348	7422
1349	10516
1350	23518
1351	23136
1352	8204
1353	29109
1355	10102
1356	5535
1357	201134
1358	8859
1359	196513
1360	65980
1361	9583
1362	255308
1363	25949
1364	58509
1365	64776
1366	8924
1368	254065
1369	23144
1370	10687
1371	242
1373	284349
1374	5203
1375	125476
1376	284119
1378	84518
1379	84084
1380	8347
1381	337879
1382	3567
1384	55007
1385	3925
1386	200312
1387	219670
1388	2635
1389	55349
1390	8517
1392	159989
1393	84197
1394	1359
1395	149175
1396	440138
1397	54414
1398	26693
1399	256987
1400	84859
1401	23649
1404	63982
1406	9037
1407	9330
1408	127253
1409	29970
1410	1794
1411	199692
1412	494143
1413	51292
1414	80856
1415	255189
1417	115861
1418	149281
1419	84669
1420	51661
1421	92345
1427	57103
1428	6326
1429	867
1431	50626
1432	7297
1434	22948
1435	57165
1436	23201
1437	8490
1438	55145
1439	64175
1440	549
1441	161823
1444	7004
1445	55245
1446	140730
1447	11097
1448	5432
1452	202559
1453	39
1454	1585
1455	100462977
1456	128360
1457	83552
1459	4217
1460	219333
1462	29946
1463	51105
1464	10253
1465	1305
1466	5716
1468	57699
1469	256815
1470	55607
1471	9248
1472	388125
1473	3034
1474	4332
1475	8911
1476	6403
1477	8994
1478	3817
1479	84640
1482	1116
1485	717
1486	11237
1487	55508
1488	51232
1489	27072
1490	3482
1491	90423
1493	91368
1495	3239
1496	7036
1497	3680
1499	203859
1500	159119
1501	9370
1503	728833
1504	283446
1506	2122
1508	8360
1509	23049
1510	6595
1511	9087
1512	64412
1513	285315
1514	1500
1515	346689
1519	80763
1520	221421
1521	140767
1522	6500
1523	80304
1524	26145
1525	474354
1527	7553
1528	54207
1534	80724
1535	8487
1536	7414
1537	167227
1538	9866
1539	5449
1540	92806
1543	85865
1544	10637
1545	55805
1548	84953
1549	2904
1551	55486
1553	3232
1555	345651
1557	54556
1558	245973
1559	3029
1562	64895
1564	3456
1565	9159
1571	84179
1572	55003
1573	1589
1576	100271846
1577	5885
1579	3226
1580	286753
1581	54464
1582	84502
1583	5261
1584	223082
1585	2350
1586	10376
1588	8464
1589	390595
1591	9179
1592	140462
1593	3157
1594	7712
1595	22876
1600	6722
1601	9743
1602	949
1603	165324
1604	969
1605	79041
1606	92935
1607	7155
1608	127343
1609	3906
1610	10367
1611	83481
1612	148534
1613	91947
1615	93144
1616	84735
1617	54876
1618	283189
1620	30837
1621	5265
1622	132946
1627	79623
1628	1296
1629	90417
1630	57536
1632	130367
1633	84256
1634	10260
1635	4166
1636	221044
1638	23516
1639	201254
1641	157739
1642	5994
1643	55120
1644	8303
1645	8545
1646	392309
1647	85317
1649	7170
1650	286527
1652	10048
1653	2001
1654	256144
1655	10902
1656	6161
1659	10947
1660	85446
1662	10618
1663	143162
1665	64856
1666	10009
1667	2528
1668	10537
1669	84911
1670	151525
1671	8707
1672	344892
1673	1743
1674	23526
1675	159296
1676	85456
1677	11172
1678	55280
1687	9282
1690	390066
1716	494514
1717	51690
1718	283234
1719	775
1723	2150
1725	54084
1727	7745
1728	84869
1729	3347
1730	10123
1731	1604
1733	65083
1734	26525
1735	79879
1736	7692
1737	408263
1738	219431
1739	57181
1740	6787
1741	5423
1742	56935
1743	117854
1745	119694
1746	23534
1747	4741
1748	23443
1749	26098
1750	6208
1755	142685
1756	5973
1757	9806
1758	55664
1759	23232
1760	53346
1761	55311
1762	10295
1763	2064
1767	51530
1768	128387
1769	23096
1770	11200
1773	23530
1774	10717
1775	26511
1776	3149
1777	8340
1778	9768
1780	55194
1781	55808
1783	4794
1785	29982
1786	140873
1787	8535
1788	390260
1789	9315
1791	1460
1793	161725
1794	5651
1795	23505
1796	54861
1797	54881
1798	22889
1800	340205
1801	10343
1802	60506
1803	80095
1804	10691
1805	30833
1806	9741
1807	10412
1808	55015
1809	29765
1810	92181
1811	1674
1812	26281
1813	64778
1814	4109
1815	3604
1816	374879
1819	124976
1820	1875
1821	84569
1822	201633
1823	317703
1824	283933
1825	51657
1826	401
1827	9653
1828	55588
1829	1823
1830	50624
1831	59269
1832	26108
1833	51256
1834	6895
1836	341
1837	3633
1838	9400
1839	5968
1840	4193
1841	100128731
1842	57121
1843	221458
1844	58472
1845	124912
1846	100507096
1847	387104
1848	11108
1849	343578
1850	1141
1852	51616
1854	58525
1855	29057
1856	26469
1857	127534
1859	441376
1861	163071
1869	152110
1870	23492
1871	79624
1874	5796
1875	84955
1876	990
1877	8702
1879	4893
1880	81034
1889	9253
1890	5433
1891	9446
1892	643680
1893	51684
1894	84254
1896	6150
1901	105
1902	152
1903	1272
1906	5775
1907	5306
1908	8842
1909	23207
1910	1996
1911	54780
1912	23503
1915	81858
1917	85027
1933	10744
1936	80045
1937	4084
1938	6370
1939	253314
1942	126755
1943	285605
1944	9141
1945	54872
1946	146956
1947	3630
1948	1845
1949	134526
1950	205428
1951	3697
1952	162387
1953	6522
1954	79413
1955	440561
1956	11131
1958	56916
1959	4283
1960	5702
1961	89781
1962	85452
1964	6811
1965	340654
1967	29087
1968	29883
1969	727897
1973	55279
1974	81543
1975	9229
1977	344561
1978	7023
1979	55603
1981	7726
1982	7903
1983	4499
1984	5094
1990	1785
1991	1340
1992	11079
1993	167691
1994	9188
1995	152273
1996	162998
1997	56108
1998	80776
1999	65983
2000	23779
2001	92482
2002	902
2004	65993
2005	55577
2006	83896
2009	56926
2010	64750
2011	60681
2012	9223
2013	23333
2014	643812
2015	7430
2016	3773
2017	360226
2018	65056
2019	8339
2020	10398
2021	81492
2022	84993
2023	255275
2026	114928
2027	5346
2028	140885
2029	7428
2030	11145
2033	322
2034	56126
2035	150468
2036	6387
2037	327657
2038	100130771
2039	10794
2040	7638
2041	104
2042	80235
2043	56135
2044	10204
2045	448831
2046	10793
2047	84936
2048	116285
2049	2
2050	100862694
2051	4111
2052	6397
2053	30844
2054	56848
2055	151254
2056	4600
2057	57484
2058	390053
2059	10106
2060	54538
2063	59067
2064	1783
2065	5707
2066	124936
2067	10328
2068	7932
2069	844
2070	10964
2071	152877
2072	127
2073	126526
2074	10477
2077	349152
2078	157310
2079	5738
2081	124783
2086	9043
2091	260294
2098	114548
2099	6348
2100	9937
2101	5284
2103	50484
2104	5872
2107	5074
2108	79814
2109	51760
2110	1207
2113	84624
2114	23635
2115	4919
2116	7186
2117	10887
2118	6591
2119	337978
2120	24137
2121	6156
2122	3491
2123	7617
2124	23469
2125	11101
2128	148479
2130	81689
2131	144983
2132	130813
2134	284361
2135	3702
2137	135946
2138	10125
2139	1393
2140	2188
2145	22882
2146	1678
2147	5104
2149	344022
2150	3816
2151	1933
2152	5869
2153	3002
2155	3045
2157	60685
2158	7508
2159	8356
2160	27076
2161	22875
2162	55702
2165	11122
2166	54407
2167	6125
2168	1615
2169	5699
2170	219970
2171	57823
2172	5324
2173	64792
2175	333
2176	3954
2177	3705
2178	29888
2180	79834
2181	285498
2182	112703
2184	6627
2185	389123
2186	55818
2187	4528
2188	260434
2189	479
2191	2547
2192	3458
2193	2171
2194	80157
2195	29906
2196	55532
2197	80208
2199	57688
2200	93343
2201	9837
2202	64137
2203	84061
2204	2580
2205	401548
2206	79754
2207	3756
2208	10045
2209	80127
2210	84838
2212	353091
2213	90861
2214	728597
2215	7044
2217	10313
2218	57711
2219	93474
2220	84626
2222	26057
2224	23732
2230	359
2232	23344
2235	126123
2237	51460
2239	56983
2241	8508
2242	56676
2243	8444
2244	64320
2245	123283
2246	51444
2247	10096
2248	22845
2249	4829
2250	361
2251	374920
2252	7086
2253	6239
2254	643797
2255	149095
2256	84572
2257	25840
2258	388536
2259	4015
2260	222484
2261	84433
2262	5101
2263	57709
2264	55346
2266	55852
2267	51019
2268	59286
2271	5291
2272	144715
2273	149986
2274	54093
2275	6001
2277	2879
2280	1399
2281	8557
2286	256302
2287	6626
2288	5136
2289	3280
2290	79070
2294	63035
2295	382
2296	23410
2297	6705
2298	345643
2299	7380
2300	51194
2301	343521
2302	55701
2303	8369
2304	50840
2305	10683
2306	1470
2307	245911
2308	3274
2309	254863
2312	1815
2313	10248
2314	114327
2315	123016
2316	1277
2317	58506
2318	1211
2319	5608
2321	3301
2322	10714
2323	147920
2324	3589
2326	30846
2327	9938
2328	144108
2329	91181
2330	5564
2331	3290
2332	23339
2334	55176
2335	663
2339	80153
2342	386683
2346	81602
2348	55909
2350	25992
2352	79594
2353	9077
2354	84203
2355	2628
2356	84885
2357	53339
2358	27161
2359	51366
2395	317761
2444	163747
2475	9962
2483	9918
2487	63941
2488	10656
2491	79949
2492	112817
2494	79677
2495	5931
2512	7375
2515	2566
2516	3489
2517	474383
2519	653659
2520	25936
2521	26278
2523	150353
2524	670
2525	63978
2526	306
2527	50861
2528	1820
2529	10056
2530	283130
2531	353376
2532	8672
2533	6222
2534	114788
2535	10175
2537	390038
2538	79033
2539	7097
2542	8675
2543	285440
2547	201973
2548	222229
2549	783
2550	55297
2551	50839
2553	79172
2554	9397
2555	4277
2556	214
2557	9585
2558	100289017
2559	3487
2560	152138
2561	26259
2562	402160
2563	57608
2564	948
2565	147179
2566	4336
2567	1258
2568	1329
2569	84174
2570	1773
2571	375189
2572	6545
2574	91351
2577	5080
2579	552900
2580	150223
2581	28986
2582	4880
2583	219
2584	255809
2585	440068
2587	1113
2588	400506
2589	7494
2590	92815
2591	11096
2592	9469
2593	60493
2595	50640
2596	51135
2597	9802
2615	57026
2617	728386
2618	6123
