entrez	new
1	10136
2	4752
9	84188
10	29842
12	80013
13	83752
14	150209
15	389730
16	123745
18	116228
19	80746
20	1824
21	7049
22	506
23	1234
24	154881
25	170371
26	1272
27	6047
28	83639
29	9882
30	64843
31	6588
32	30815
33	84970
34	6523
35	57191
36	54892
37	28442
38	55234
39	56918
40	654254
41	9965
43	23259
47	84929
48	646480
49	5189
50	1149
51	54657
52	401135
53	7388
54	388753
55	4986
56	9337
58	54145
59	8832
60	3822
70	80032
71	55605
72	442578
81	63933
86	148423
87	285527
88	65217
89	140688
90	219287
91	840
92	2281
93	11068
94	1557
95	84953
97	10870
98	26515
100	6900
101	54827
102	4074
103	287
104	26354
105	390637
107	340385
108	84293
109	607
111	51778
112	5754
113	5991
114	5928
115	6207
116	9728
117	2788
118	89958
119	10038
120	57493
123	11091
124	10625
125	394
126	9056
127	9890
128	608
130	23507
131	219409
132	4216
133	83873
134	27290
135	9582
136	4189
140	4122
141	3810
142	374666
143	23071
146	64005
147	1901
148	10317
150	219931
151	5650
152	200894
153	90313
154	10137
155	79091
156	23034
157	81399
158	57658
159	5925
160	5822
161	4291
162	102157402
163	218
164	254950
165	83755
166	7469
167	64374
173	3768
174	79929
175	220112
176	84727
177	9388
178	146059
181	5196
182	6166
183	103910
185	10175
186	10556
187	84954
189	8843
190	5000
191	8001
196	7252
197	54112
199	83449
202	5080
203	29943
204	833
205	3718
207	57124
208	5587
210	26154
211	118663
212	283248
213	121260
214	3437
215	8567
216	84461
217	10992
218	26256
219	8970
220	84679
221	9258
222	79694
223	4707
224	79706
225	83734
226	57609
229	266812
230	24
231	1277
238	6689
239	158427
240	25939
241	64840
242	79797
246	10300
247	151473
248	54801
249	286205
250	3320
251	4897
257	4694
258	100128525
259	2650
262	4013
265	3174
266	123283
267	54807
268	729877
269	57325
270	2069
271	3241
272	79869
273	54884
274	2197
275	79595
276	5757
277	143502
278	79631
279	122481
280	5708
283	5187
284	51062
285	6202
286	3995
287	1756
288	3394
290	84941
291	391190
292	653604
293	84445
301	55757
302	23365
304	3590
306	6731
307	254863
308	4835
309	3500
310	163778
311	2064
312	23109
313	57480
314	3351
316	10568
317	54839
318	493913
319	1906
320	254887
321	154791
322	84665
323	6607
324	481
325	6496
326	6635
327	5711
328	79849
329	121268
330	79652
331	64926
332	29893
333	9900
334	51673
335	23598
336	23708
337	55347
338	84153
339	2735
341	28989
343	3801
344	388125
345	79873
346	196
347	123036
348	80127
350	11130
351	84220
353	55897
354	128653
355	9871
356	79482
357	161424
358	51475
359	374986
360	117286
361	57414
362	57186
363	402055
364	64834
366	27185
367	7773
368	9612
369	1635
372	374900
373	729944
374	145957
375	81856
377	151647
378	3064
379	4758
381	3817
382	284119
383	6329
