entrez	new
1	7932
2	2827
9	91107
10	4686
12	203611
13	170506
14	2281
15	84334
16	25871
18	6623
19	54495
20	162979
21	155185
22	148254
23	637
24	1347
25	548313
26	4675
27	9429
28	22904
29	54790
30	388730
31	995
32	64224
33	51720
34	157777
35	10211
36	100506243
37	54464
38	8658
39	23035
40	79922
41	80099
43	22802
47	63924
48	84519
49	763
50	50852
51	29943
52	282991
53	23673
54	55693
55	84216
56	26160
58	745
59	81622
60	55609
70	23037
71	684
72	915
81	135948
86	378807
87	1848
88	23533
89	2137
90	10312
91	51614
92	389791
93	343450
94	9322
95	158078
97	1746
98	57007
100	57412
101	346562
102	3111
103	130271
104	7425
105	51095
107	4069
108	8787
109	57147
111	10965
112	84222
113	55039
114	116412
115	121355
116	55013
117	344191
118	2873
119	84254
120	27238
123	81282
124	25948
125	23098
126	10397
127	968
128	7278
130	5001
131	653423
132	11197
133	90993
134	10552
135	23384
136	22820
140	200185
141	55760
142	7561
143	26289
146	100271927
147	2066
148	80222
150	55268
151	5297
152	196483
153	414189
154	219899
155	5827
156	8532
157	462
158	170685
159	9215
160	10043
161	49860
162	9248
163	54850
164	4048
165	51318
166	2918
167	121268
173	100507341
174	926
175	577
176	369
177	152519
178	399
181	51174
182	4037
183	81228
185	140461
186	4714
187	1804
189	55135
190	644890
191	8440
196	163732
197	9698
199	3458
202	6861
203	8438
204	56114
205	8775
207	1793
208	3082
210	10072
211	285367
212	80108
213	8277
214	153241
215	6301
216	55676
217	147664
218	2567
219	150696
220	7574
221	581
222	6326
223	1456
224	597
225	8743
226	440574
229	140825
230	3950
231	114794
238	220164
239	55735
240	54998
241	113419
242	1105
246	135656
247	26271
248	11104
249	5891
250	5460
251	340547
257	6675
258	647087
259	10331
262	653598
265	646450
266	346389
267	9436
268	55336
269	25914
270	149371
271	51132
272	58492
273	4734
274	347252
275	192669
276	6887
277	642968
278	9167
279	7335
280	7768
283	5051
284	2922
285	389898
286	23358
287	201292
288	23395
290	84457
291	5078
292	1536
293	9625
301	79720
302	1992
304	4883
306	23423
307	6727
308	57175
309	3024
310	8332
311	3628
312	4946
313	51499
314	83604
316	221833
317	8038
318	26664
319	9611
320	10621
321	9656
322	10898
323	146722
324	154467
325	9208
326	127068
327	143098
328	6618
329	253152
330	9860
331	386678
332	3787
333	3792
334	389941
335	100505876
336	55210
337	85460
338	2030
339	4288
341	57038
343	784
344	79726
345	100463487
346	79989
347	5549
348	9374
350	56896
351	390326
353	100132916
354	284
355	54906
356	11093
357	4128
358	10459
359	4772
360	11040
361	389158
362	390595
363	140453
364	401541
366	117247
367	7352
368	25782
369	147138
372	57337
373	64174
374	3214
375	137492
377	150590
378	8322
379	3559
381	3675
382	115584
383	50856
384	55100
387	144203
388	5562
389	121665
390	146050
391	100528020
392	3998
393	83593
394	57498
395	8703
396	339983
397	9531
398	154150
399	8938
400	2650
401	3568
402	91464
403	83723
405	5116
406	84269
407	84289
408	10761
409	56253
410	9541
411	9440
412	80206
414	3671
415	91893
416	139170
417	2627
419	23360
420	163050
421	29993
427	805
429	79003
430	51297
432	29954
433	285368
434	23600
435	4583
438	6263
439	23325
440	1459
443	84128
444	149069
445	353131
460	4817
462	123
463	2330
466	51557
467	2169
468	653160
471	205251
472	60681
473	51348
474	3732
475	116496
476	339778
477	90665
478	6722
479	84690
480	84251
481	5780
482	81831
483	971
486	4045
487	3015
488	57697
489	56926
490	947
491	89853
492	23303
493	11069
495	1384
496	221806
498	8100
501	7173
506	56311
509	116372
513	642987
514	79701
515	285755
516	11154
517	25855
518	2906
521	9749
522	124404
523	116511
525	113174
526	4888
527	390201
528	10476
529	79658
533	347365
534	54210
535	85453
537	374868
538	57602
539	3567
540	5189
545	5962
546	90417
547	199
549	94122
550	7869
551	51071
552	6550
553	56833
554	50626
558	55003
563	3275
566	6612
567	57600
570	6777
571	5068
572	84669
573	4234
574	27177
575	7188
576	9846
577	54681
578	4993
579	79885
580	8663
581	121129
582	29886
583	6617
585	2056
586	6626
587	2128
590	195814
593	6903
594	284312
595	9781
596	11176
597	2968
598	55698
599	3710
602	51251
604	120935
605	11137
607	390181
608	4773
610	3418
611	999
613	3300
617	3241
622	9788
623	222553
624	55052
627	643615
629	51619
631	391107
632	27347
633	79803
634	5244
635	7638
636	3976
637	1880
638	26268
639	90826
640	57696
641	285834
642	10057
643	55486
644	55861
645	133690
646	23503
648	84070
649	411
650	11092
651	4130
652	389084
653	2049
654	8343
655	26034
656	55742
657	2914
658	23263
659	147687
660	25769
661	30009
662	80230
663	2635
664	388125
665	1894
666	65264
667	645191
668	84623
669	28999
670	339366
671	200931
672	100272147
673	91607
675	1043
676	6588
677	8943
678	136332
680	7529
682	2026
683	7710
684	80746
685	100533105
686	140690
687	955
688	140458
689	8749
694	51751
695	5902
696	7827
699	55437
701	116442
705	114569
706	4763
708	7008
710	81492
712	152518
713	9445
714	23139
715	9365
716	57186
717	100505591
718	10350
719	4680
720	340267
721	4858
722	441294
725	124997
726	54843
727	9697
728	29887
729	11322
730	81542
731	127700
732	50837
733	79947
734	157378
735	5708
738	3556
740	27159
741	90342
744	388962
745	29015
746	2249
747	10525
750	5082
752	9825
753	64747
754	9368
755	6868
757	747
758	374897
759	1359
760	54734
761	219995
762	4882
763	8991
765	1446
766	79718
767	11266
768	286499
770	6598
771	1056
773	11254
774	8412
775	8340
776	386672
777	5929
778	4055
779	221357
780	117195
781	200315
782	100130933
783	10647
784	10881
785	1998
786	5998
788	391002
790	1678
793	7391
794	51651
795	144110
796	8078
797	65078
799	6667
800	85413
801	116841
805	1984
808	386653
810	5858
811	51274
813	9087
814	57456
815	1815
816	7918
817	79886
818	124930
819	10902
820	79173
821	9787
822	344807
823	162515
824	5279
825	79674
826	22822
827	26152
828	81832
829	10186
830	27148
831	831
832	117177
833	23595
834	117583
835	9334
836	119764
837	206412
838	5906
839	643155
840	1455
841	2817
842	8970
843	51523
844	79544
845	157570
846	23173
847	6390
856	91133
857	3839
858	10147
859	81871
860	5645
861	164395
862	3665
863	26284
864	9135
865	285220
866	83690
867	2052
868	134147
869	286257
871	1161
873	5833
874	57140
875	8153
881	56262
883	1362
885	9880
886	81309
887	118856
889	10006
890	9552
891	59347
892	57151
894	3735
896	9378
898	22899
899	9114
900	150
901	127074
902	114771
904	5214
905	337973
908	339745
909	3700
910	388551
911	124842
912	460
913	196527
914	5771
915	9997
916	80895
917	9651
919	50651
920	92912
921	121227
922	27107
923	130026
924	7257
925	79670
926	128240
927	2649
928	55010
929	135458
930	55291
931	6915
932	79690
933	4035
939	145226
940	51602
941	6515
942	9572
943	64900
944	10103
945	79054
946	139411
947	793
948	56891
949	57559
950	5152
951	3227
952	117289
953	54777
954	10767
955	64283
956	5257
957	2705
958	28998
959	139322
960	118663
961	26056
962	1278
963	26750
965	27173
966	399909
967	55171
968	388325
969	51352
970	9389
971	23063
972	102723859
973	4617
974	344752
975	5581
976	201514
977	284439
978	2738
983	57232
984	7978
987	257144
988	127602
989	759
990	254910
991	132949
993	1609
994	27339
995	84166
996	8336
997	55328
998	27233
999	5203
1000	51319
1001	55799
1002	23359
1003	64397
1004	154064
1005	85440
1006	7252
1007	389203
1008	6152
1009	63976
1010	7148
1012	3682
1013	29785
1014	23761
1015	1801
1016	283464
1017	9792
1018	5711
1019	10863
1020	8857
1021	374928
1022	59307
1024	56344
1025	54955
1026	51312
1027	128653
1028	84620
1029	3440
1030	353500
1031	4094
1032	9744
1033	10735
1036	63940
1039	286365
1040	100302737
1041	9597
1043	51643
1044	115201
1045	4706
1046	389844
1047	9332
1048	83468
1050	1891
1051	339324
1052	51084
1053	902
1054	7066
1056	7464
1058	2870
1059	90589
1060	347516
1062	2831
1063	7743
1066	149281
1068	56163
1069	7965
1070	83594
1071	9742
1072	51754
1073	64844
1075	219447
1080	79007
1081	399814
1082	399473
1084	23299
1087	10257
1088	541468
1089	123103
1101	5828
1102	7378
1103	7296
1104	26502
1105	83752
1106	64208
1107	34
1108	6369
1109	100506084
1111	400720
1112	51117
1113	3547
1114	91782
1116	51513
1117	9380
1118	55627
1119	7371
1120	254773
1121	131375
1122	151050
1123	7412
1124	79070
1128	9821
1129	2832
1130	10282
1131	57673
1132	59351
1133	64965
1134	388364
1135	83861
1136	4801
1137	22865
1138	8666
1139	8288
1140	4739
1141	1828
1142	53828
1143	9686
1144	55216
1145	23336
1146	51107
1147	7456
1149	3911
1152	60598
1153	6942
1154	7166
1155	9046
1158	54751
1159	1291
1160	643664
1161	116985
1163	83871
1164	157
1173	9798
1174	10237
1175	53827
1176	65117
1178	8899
1179	9181
1180	349334
1181	4036
1182	10808
1183	54814
1184	85329
1185	10608
1186	222696
1187	4713
1188	1816
1191	54069
1192	284355
1193	442186
1195	9745
1196	1511
1198	221044
1200	5091
1201	9988
1203	83638
1207	202309
1208	83478
1209	10638
1211	8635
1212	100423062
1213	192670
1215	4898
1230	54429
1232	199870
1233	259215
1234	59272
1235	9146
1236	8510
1237	84419
1238	387715
1240	50840
1241	114826
1244	51209
1258	337985
1259	54514
1260	342977
1261	22877
1262	84264
1263	3882
1264	56136
1265	5205
1266	147694
1267	26025
1268	4781
1269	79657
1270	79847
1271	81027
1272	2834
1277	27098
1278	160365
1280	3321
1281	143496
1282	91608
1284	1850
1285	8898
1286	57212
1287	59341
1288	57103
1289	84276
1290	4978
1291	80095
1292	84225
1293	284958
1294	79571
1295	5545
1296	50515
1297	4101
1298	23105
1299	3113
1300	79400
1301	22949
1302	114770
1303	8564
1305	8398
1306	5619
1307	55967
1308	84726
1310	11333
1311	8447
1312	120
1314	64110
1315	22808
1316	6927
1317	9931
1318	54802
1325	338557
1326	6337
1327	57830
1329	56110
1337	280658
1339	8195
1340	5481
1345	339302
1346	5824
1347	10326
1348	245711
1349	84919
1350	6366
1351	116135
1352	7380
1353	3607
1355	6967
1356	79091
1357	132001
1358	4914
1359	4829
1360	3855
1361	255057
1362	81626
1363	2693
1364	23625
1365	54808
1366	286887
1368	5738
1369	6311
1370	4593
1371	4174
1373	140886
1374	939
1375	9709
1376	285386
1378	7637
1379	133923
1380	55796
1381	84896
1382	6296
1384	80775
1385	246330
1386	341883
1387	339521
1388	118487
1389	27112
1390	64106
1392	6102
1393	11201
1394	7975
1395	375387
1396	85320
1397	8312
1398	4792
1399	3681
1400	114788
1401	54934
1404	51429
1406	256302
1407	610
1408	126308
1409	55843
1410	51019
1411	57630
1412	3035
1413	5927
1414	3814
1415	54997
1417	139804
1418	283576
1419	80831
1420	8110
1421	81577
1427	114049
1428	3191
1429	51691
1431	6164
1432	80349
1434	2597
1435	5046
1436	3268
1437	7351
1438	158931
1439	4842
1440	57594
1441	84677
1444	10233
1445	3716
1446	7301
1447	6532
1448	221937
1452	3678
1453	5148
1454	6786
1455	136227
1456	58491
1457	7179
1459	5313
1460	57143
1462	113220
1463	1983
1464	1831
1465	3234
1466	100287478
1468	57570
1469	64866
1470	781
1471	4839
1472	56904
1473	9082
1474	6236
1475	123775
1476	4548
1477	90411
1478	201799
1479	79682
1482	3078
1485	3048
1486	83844
1487	7030
1488	197322
1489	3397
1490	414301
1491	84271
1493	54925
1495	23314
1496	5420
1497	54838
1499	92241
1500	1548
1501	5831
1503	3654
1504	144106
1506	353238
1508	84310
1509	89839
1510	49855
1511	401993
1512	23563
1513	29901
1514	1869
1515	387357
1519	60677
1520	8565
1521	57096
1522	389763
1523	7090
1524	140880
1525	158427
1527	5754
1528	23333
1534	349633
1535	222194
1536	998
1537	79817
1538	64127
1539	118424
1540	554250
1543	58484
1544	84259
1545	266
1548	353333
1549	148266
1551	5122
1553	9899
1555	55173
1557	5356
1558	88745
1559	3903
1562	2932
1564	29985
1565	5304
1571	404037
1572	81431
1573	149699
1576	175
1577	10643
1579	642612
1580	125170
1581	254531
1582	3832
1583	51069
1584	9486
1585	23543
1586	55717
1588	201475
1589	84080
1591	56479
1592	10817
1593	285343
1594	8479
1595	85443
1600	50836
1601	25984
1602	2865
1603	389730
1604	23275
1605	283446
1606	5551
1607	56893
1608	80195
1609	57513
1610	79073
1611	51599
1612	79776
1613	7634
1615	28989
1616	23065
1617	760
1618	54812
1620	388552
1621	7298
1622	1723
1627	55299
1628	122011
1629	221687
1630	55846
1632	64789
1633	342897
1634	27294
1635	138474
1636	2016
1638	8530
1639	647219
1641	55303
1642	203430
1643	404203
1644	51559
1645	92104
1646	5866
1647	50937
1649	51384
1650	54878
1652	3952
1653	4066
1654	5936
1655	54869
1656	3831
1659	7780
1660	11120
1662	3488
1663	64215
1665	6867
1666	120224
1667	57003
1668	57586
1669	2855
1670	347731
1671	494115
1672	8356
1673	646962
1674	392517
1675	8388
1676	100128927
1677	8607
1678	8120
1687	55165
1690	91289
1716	9039
1717	10388
1718	340152
1719	154288
1723	6528
1725	85437
1727	94009
1728	85376
1729	152098
