entrez	new
1	151649
2	27245
9	5741
10	51702
12	309
13	131909
14	6476
15	6566
16	79772
18	79368
19	11224
20	79644
21	23587
22	50943
23	2116
24	7733
25	391004
26	719
27	114814
28	1411
29	51646
30	51175
31	27067
32	253559
33	56670
34	9668
35	23031
36	9777
37	1399
38	6633
39	22847
40	11027
41	10178
43	3568
47	654817
48	80131
49	283748
50	4111
51	2058
52	10467
53	65985
54	353333
55	116238
56	80233
58	79007
59	10021
60	3820
70	1040
71	2864
72	8574
81	22987
86	125
87	10462
88	5989
89	390992
90	57092
91	30832
92	4100
93	84435
94	22955
95	1198
97	8714
98	149420
100	164832
101	4756
102	57157
103	79776
104	282679
105	388558
107	7499
108	54780
109	101927423
111	692094
112	53
113	30846
114	1523
115	4637
116	89792
117	5019
118	4705
119	55066
120	440854
123	114932
124	84792
125	10279
126	81628
127	81570
128	5554
130	2579
131	100287226
132	55799
133	51068
134	2831
135	51164
136	84258
140	130132
141	192134
142	65983
143	389730
146	414196
147	79720
148	9263
150	6289
151	151246
152	440026
153	79792
154	23300
155	4322
156	57624
157	2582
158	149473
159	112858
160	159989
161	2175
162	10845
163	7771
164	3133
165	661
166	10567
167	342931
173	3127
174	2322
175	81575
176	390061
177	720
178	80114
181	51293
182	1459
183	6362
185	63893
186	27293
187	3250
189	1410
190	79734
191	7941
196	5157
197	9791
199	388389
202	10897
203	79989
204	883
205	30812
207	670
208	841
210	414301
211	85358
212	9338
213	1302
214	8913
215	253314
216	9673
217	130106
218	23511
219	256714
220	84312
221	26108
222	93661
223	55902
224	11158
225	5705
226	8451
229	390266
230	1942
231	84569
238	3934
239	9125
240	6509
241	2246
242	145226
246	151194
247	441519
248	11253
249	23539
250	304
251	1264
257	1947
258	4724
259	7756
262	490
265	4287
266	23348
267	24
268	79899
269	2358
270	5018
271	54439
272	78997
273	10461
274	140807
275	7071
276	54664
277	8663
278	56137
279	34
280	728568
283	389125
284	283971
285	2202
286	5141
287	2515
288	9589
290	84790
291	10154
292	91746
293	63925
301	2193
302	728588
304	11122
306	100505993
307	7087
308	5351
309	79647
310	7579
311	11093
312	23619
313	252995
314	197322
316	1786
317	6717
318	90070
319	91252
320	392311
321	285368
322	2117
323	1793
324	22913
325	84260
326	2597
327	84687
328	84081
329	10875
330	826
331	7562
332	29097
333	118471
334	7093
335	1144
336	90576
337	100287513
338	26017
339	2767
341	79736
343	54914
344	51564
345	51755
346	23555
347	63920
348	64864
350	113829
351	948
353	647087
354	2557
355	1652
356	164091
357	6059
358	84925
359	7381
360	126668
361	10762
362	403244
363	5708
364	5265
366	27332
367	349667
368	5207
369	51303
372	3382
373	55345
374	339229
375	8678
377	152687
378	57448
379	84900
381	3483
382	54885
383	11159
384	9073
387	278
388	25824
389	2018
390	4608
391	26060
392	388419
393	56181
394	6348
395	192286
396	9972
397	5514
398	6595
399	2888
400	51605
401	53344
402	126520
403	348158
405	9363
406	83986
407	119559
408	55667
409	53829
410	2346
411	79586
412	25807
414	63951
415	84106
416	390265
417	6917
419	3112
420	100128525
421	2516
427	150280
429	7552
430	4776
432	5236
433	174
434	286827
435	6282
438	1774
439	5368
440	10556
443	8756
444	55578
445	79157
460	11248
462	80223
463	60370
466	100505724
467	929
468	23588
471	22834
472	341418
473	63967
474	2803
475	6938
476	5913
477	64518
478	84830
479	641700
480	54769
481	79759
482	84623
483	7730
486	26212
487	29091
488	642968
489	92749
490	6687
491	8647
492	84342
493	10924
495	2248
496	285533
498	84766
501	10273
506	9828
509	3012
513	440081
514	58480
515	64151
516	351
517	9518
518	503834
521	79187
522	57519
523	204962
525	55624
526	51754
527	9667
528	9790
529	1152
533	54826
534	54552
535	100507055
537	5128
538	93107
539	403278
540	5763
545	23354
546	414149
547	6288
549	90025
550	137735
551	1760
552	653247
553	8890
554	100129520
558	221184
563	4899
566	3853
567	389903
570	388569
571	5047
572	653604
573	26509
574	91977
575	55636
576	441054
577	51588
578	3373
579	147664
580	2263
581	219770
582	4320
583	29985
585	126626
586	146223
587	353322
590	116159
593	55656
594	3681
595	4277
596	57136
597	54521
598	11135
599	7172
602	10212
604	574037
605	84334
607	2517
608	6448
610	4515
611	93034
613	2765
617	5926
622	54707
623	57402
624	606495
627	7153
629	91351
631	1602
632	7712
633	55026
634	54502
635	3313
636	11234
637	220213
638	5738
639	165082
640	1075
641	653259
642	9717
643	124274
644	23231
645	55255
646	79742
648	55691
649	1613
650	347252
651	1440
652	152007
653	200424
654	1869
655	7072
656	4634
657	55745
658	643988
659	28776
660	2674
661	113763
662	81619
663	9454
664	84063
665	170685
666	10001
667	23102
668	401498
669	1271
670	112495
671	59350
672	7367
673	346606
675	121457
676	81831
677	84033
678	57121
680	100271715
682	80326
683	4296
684	8641
685	3593
686	92
687	91107
688	3140
689	4888
694	166
695	10319
696	8538
699	22950
701	5916
705	140453
706	7135
708	5936
710	29933
712	4121
713	389124
714	79577
715	5727
716	23416
717	11065
718	3310
719	7773
720	4925
721	57801
722	168400
725	4141
726	101060226
727	8500
728	27304
729	23600
730	286753
731	64072
732	157724
733	199692
734	1158
735	677790
738	128646
740	146664
741	94027
744	2957
745	285175
746	9056
747	3575
750	65243
752	3537
753	1041
754	3608
755	728340
757	64783
758	728226
759	8973
760	55707
761	9120
762	132200
763	11266
765	11187
766	1460
767	8487
768	56111
770	595
771	11091
773	170689
774	2168
775	1676
