entrez	new
1	23002
2	401565
9	122970
10	57666
12	135112
13	158431
14	9601
15	7608
16	5081
18	221710
19	388115
20	4548
21	4047
22	6138
23	8972
24	3802
25	89887
26	65078
27	11144
28	391059
29	83874
30	54518
31	1154
32	10776
33	3991
34	55181
35	3808
36	167838
37	8905
38	5138
39	6341
40	149428
41	7093
43	1393
47	26355
48	1650
49	4296
50	26275
51	54497
52	79759
53	25937
54	51084
55	5955
56	391475
58	165
59	9149
60	9499
70	54958
71	54998
72	51449
81	6185
86	26230
87	84253
88	56651
89	4858
90	255631
91	1152
92	79339
93	163050
94	3698
95	56344
97	1759
98	272
100	164091
101	338382
102	132789
103	7752
104	2357
105	1261
107	154150
108	28952
109	10436
111	152007
112	84879
113	64926
114	64747
115	8756
116	133022
117	3964
118	6402
119	126695
120	373
123	126755
124	92797
125	84176
126	2859
127	338323
128	10056
130	57418
131	121665
132	83446
133	166815
134	388125
135	965
136	162681
140	54103
141	283420
142	6011
143	9791
146	83941
147	64130
148	6440
150	122616
151	79883
152	9595
153	23221
154	3679
155	10040
156	79958
157	80097
158	10397
159	9960
160	9311
161	137492
162	2182
163	100288520
164	346
165	51052
166	90632
167	10605
173	5128
174	54065
175	144423
176	26098
177	337963
178	3087
181	391192
182	6782
183	253769
185	57695
186	284186
187	347148
189	23566
190	23644
191	3813
196	2317
197	81688
199	312
202	4284
203	66008
204	2147
205	8904
207	92745
208	158046
210	171389
211	7798
212	113444
213	11069
214	6775
215	150472
216	51768
217	10842
218	4144
219	9726
220	10994
221	645832
222	28896
223	4065
224	10261
225	286148
226	3008
229	8170
230	9673
231	1010
238	9516
239	54954
240	23190
241	1646
242	170589
246	80304
247	339745
248	474343
249	1611
250	196740
251	54820
257	57623
258	1111
259	29796
262	11100
265	3672
266	83732
267	3456
268	100130348
269	128488
270	728378
271	219902
272	1499
273	56997
274	84306
275	55608
276	55039
277	3002
278	147525
279	26995
280	390059
283	29078
284	137797
285	729944
286	642517
287	116444
288	169611
290	3092
291	64326
292	6897
293	8911
301	90199
302	117579
304	9425
306	388588
307	84283
308	643847
309	57634
310	1776
311	130574
312	130507
313	23378
314	474383
316	23788
317	10795
318	23564
319	730394
320	8499
321	3661
322	7634
323	286133
324	60492
325	85027
326	1746
327	503841
328	51340
329	5287
330	91947
331	55657
332	10099
333	157777
334	56994
335	22927
336	389119
337	2304
338	64116
339	84893
341	799
343	388389
344	7728
345	1410
346	553115
347	3775
348	245909
350	5716
351	8326
353	135293
354	9245
355	345643
356	169026
357	51626
358	201266
359	55024
360	219959
361	56112
362	56923
363	10550
364	114792
366	3980
367	3273
368	80851
369	441608
372	1734
373	5886
374	143496
375	6855
377	64772
378	140862
379	5805
381	147710
382	4758
383	83746
384	27254
387	84678
388	116448
389	6594
390	5610
391	7179
392	100506049
393	79939
394	55035
395	155
396	10749
397	5995
398	65095
399	5250
400	220112
401	90411
402	5026
403	10476
405	55718
406	55559
407	200186
408	84874
409	338376
410	5434
411	55230
412	1805
414	400506
415	7761
416	97
417	6493
419	4087
420	51639
421	7014
427	5142
429	29803
430	83643
432	8100
433	8560
434	100128327
435	1212
438	137735
439	140883
440	196383
443	79954
444	140687
445	23354
460	219954
462	8717
463	1133
466	6818
467	4987
468	924
471	9096
472	79132
473	10483
474	54841
475	152
476	10317
477	5265
478	474
479	3976
480	1471
481	7161
482	30000
483	8760
486	83543
487	10563
488	353332
489	50834
490	55636
491	80342
492	347252
493	10871
495	1809
496	5339
498	64866
501	399979
506	140894
509	8822
513	2968
514	6242
515	57140
516	161253
517	51764
518	1830
521	57504
522	222663
523	631
525	22864
526	7738
527	4017
528	8893
529	256148
533	23165
534	10622
535	128854
537	5283
538	6017
539	23101
540	192134
545	2483
546	131405
547	284358
549	3673
550	441194
551	6909
552	25759
553	3622
554	54813
558	23207
563	25818
566	9367
567	60526
570	5673
571	121214
572	3983
573	11231
574	55317
575	642623
576	5830
577	56140
578	8932
579	256394
580	441400
581	26973
582	28299
583	1793
585	10422
586	1441
587	596
590	9907
593	100507203
594	83447
595	4308
596	11336
597	4762
598	23411
599	5939
602	84878
604	108
605	222236
607	10665
608	9113
610	123876
611	337972
613	56157
617	5496
622	1326
623	60
624	117196
627	84747
629	943
631	129530
632	100505879
633	6448
634	127665
635	4694
636	51104
637	266977
638	158880
639	219484
640	23523
641	53
642	23065
643	4250
644	6993
645	23233
646	6554
648	100133220
649	9585
650	3567
651	85294
652	64778
653	5554
654	10002
655	90
656	100129033
657	116362
658	85012
659	95
660	81050
661	6677
662	51495
663	22979
664	7531
665	7520
666	55589
667	254048
668	23240
669	3113
670	7379
671	144404
672	26038
673	116519
675	1585
676	80332
677	3281
678	55199
680	51760
682	10797
683	54516
684	491
685	6425
686	55624
687	81858
688	5201
689	11224
694	118424
695	441161
696	340146
699	5553
701	80331
705	128209
706	401665
708	92799
710	57478
712	401509
713	26060
714	154467
715	3703
716	7123
717	4900
718	6169
719	390667
720	389084
721	10452
722	11181
725	83473
726	54927
727	347541
728	4358
729	132320
730	143872
731	85452
732	6836
733	10670
734	90550
735	27130
738	8329
740	6512
741	246243
744	9482
745	8988
746	339761
747	93986
750	10402
752	58475
753	153571
754	207063
755	221357
757	51754
758	203260
759	414301
760	94241
761	147409
762	53940
763	11091
765	50649
766	29100
767	7141
768	399473
770	8701
771	340390
773	3308
774	5607
775	4958
776	23650
777	3172
778	2587
779	80380
780	390594
781	53347
782	26984
783	5618
784	201475
785	4897
786	883
788	100132396
790	57522
793	253461
794	11237
795	22952
796	9310
797	7378
799	27299
800	1901
801	29851
805	5245
808	121506
810	6767
811	26952
813	79968
814	101929983
815	79977
816	57016
817	3817
818	23648
819	22876
820	2641
821	3232
822	171017
823	55773
824	862
825	7290
826	343173
827	10456
828	4597
829	55764
830	54902
831	493861
832	55825
833	56946
834	10538
835	403
836	57187
837	51385
838	3484
839	84766
840	3687
841	60560
842	100507044
843	124995
844	162494
845	55311
846	9628
847	9734
856	27296
857	728224
858	57085
859	8693
860	57180
861	25915
862	129642
863	9647
864	84752
865	8572
866	51710
867	55213
868	1120
869	123041
871	728492
873	145508
874	55762
875	50853
881	79661
883	254263
885	100505724
886	83889
887	51535
889	147694
890	29101
891	9001
892	57538
894	90441
896	51166
898	963
899	26996
900	553117
901	1310
902	414059
904	117178
905	4036
908	84364
909	89777
910	4704
911	219869
912	55929
913	120776
914	285753
915	3977
916	23008
917	126133
919	53344
920	4682
921	126567
922	9468
923	6249
924	124944
925	2947
926	8898
927	271
928	255488
929	51339
930	445
931	9841
932	51123
933	25927
939	126321
940	10332
941	2543
942	57645
943	89944
944	83694
945	23491
946	6461
947	22854
948	2181
949	388121
950	644168
951	9462
952	219333
953	10898
954	4901
955	54596
956	2768
957	29946
958	285704
959	51066
960	55816
961	26762
962	7638
963	8723
965	221391
966	400986
967	55852
968	9854
969	80341
970	7082
971	25842
972	84221
973	347365
974	387885
975	4058
976	3120
977	391712
978	51751
983	128497
984	653440
987	259290
988	7107
989	1750
990	23283
991	5468
993	386672
994	55255
995	8448
996	122553
997	7468
998	55294
