entrez	new
1	55171
2	6419
9	5068
10	390201
12	94235
13	57523
14	2845
15	5635
16	85300
18	9611
19	9886
20	79807
21	10493
22	84722
23	6097
24	100507321
25	3038
26	7475
27	55720
28	272
29	9377
30	57819
31	151176
32	6857
33	5093
34	160897
35	100287478
36	88455
37	57178
38	6614
39	140685
40	3428
41	3725
43	6643
47	151742
48	9306
49	10343
50	1002
51	9473
52	572
53	101060389
54	4771
55	54551
56	197342
58	60626
59	10802
60	1848
70	8439
71	340990
72	55859
81	29969
86	79783
87	54948
88	440093
89	26001
90	83693
91	644139
92	10928
93	10440
94	83756
95	64856
97	8823
98	11182
100	100271846
101	1585
102	89927
103	578
104	9537
105	55917
107	80758
108	10620
109	79794
111	128209
112	26608
113	84765
114	3294
115	368
116	51203
117	64963
118	10880
119	2710
120	521
123	3953
124	90070
125	6037
126	9107
127	84560
128	5367
130	91978
131	2067
132	10857
133	25833
134	3757
135	84239
136	55159
140	1025
141	83417
142	148198
143	11091
146	23243
147	10637
148	7289
150	10247
151	89876
152	65986
153	10755
154	89885
155	23492
156	6533
157	343263
158	6092
159	6559
160	162540
161	51162
162	58503
163	56905
164	440295
165	85366
166	344787
167	5906
173	255027
174	80740
175	407
176	493
177	10974
178	643680
181	326
182	1033
183	401258
185	66000
186	166614
187	126567
189	87178
190	23284
191	10648
196	653333
197	138429
199	9559
202	64359
203	7276
204	56833
205	84460
207	93986
208	163175
210	219855
211	5673
212	26173
213	29088
214	7099
215	8925
216	386683
217	166336
218	29106
219	10317
220	6339
221	8092
222	55770
223	79714
224	55565
225	63908
226	2047
229	2583
230	7186
231	11346
238	5232
239	6445
240	84311
241	8411
242	79767
246	8541
247	6632
248	5211
249	8431
250	10803
251	55066
257	64783
258	55567
259	30819
262	2566
265	164684
266	339559
267	3596
268	10205
269	90826
270	144348
271	339210
272	84314
273	51435
274	29948
275	80019
276	3117
277	3396
278	6318
279	9522
280	4250
283	9295
284	4986
285	56132
286	83604
287	23154
288	2140
290	2686
291	23057
292	29058
293	55969
301	2197
302	7409
304	9156
306	9440
307	55778
308	1316
309	118491
310	64943
311	7004
312	55656
313	27087
314	54808
316	81606
317	91608
318	8438
319	1496
320	3739
321	60467
322	4026
323	22858
324	548313
325	1460
326	9762
327	51279
328	22984
329	152789
330	10713
331	338323
332	84976
333	3487
334	11140
335	5876
336	468
337	8624
338	57146
339	25789
341	56902
343	3720
344	11047
345	11095
346	23547
347	79691
348	7358
350	1448
351	10125
353	23205
354	6307
355	1368
356	57121
357	25984
358	5801
359	54938
360	10781
361	729201
362	390594
363	58530
364	245973
366	60412
367	5424
368	254065
369	3619
372	342096
373	54795
374	10073
375	5863
377	706
378	282996
379	7745
381	201134
382	1534
383	257177
384	163778
387	55974
388	2108
389	2764
390	339327
391	10252
392	2000
393	6324
394	114907
395	148362
396	83661
397	325
398	23553
399	91368
400	55080
401	64400
402	8065
403	349152
405	9768
406	51362
407	64881
408	5395
409	1437
410	115548
411	26996
412	9374
414	705
415	146852
416	25989
417	11152
419	150921
420	283450
421	126961
427	63970
429	51816
430	5016
432	4841
433	25896
434	51742
435	1854
438	399474
439	54492
440	54830
443	255967
444	253639
445	388697
460	59353
462	6253
463	2035
466	7434
467	57095
468	2016
471	8526
472	26532
473	4052
474	221613
475	8273
476	1488
477	29104
478	84870
479	115992
480	126272
481	57716
482	6748
483	4600
486	285
487	83787
488	113540
489	4199
490	126638
491	85301
492	107
493	57126
495	162979
496	92703
498	7586
501	91289
506	219431
509	84942
513	545
514	22848
515	728403
516	57733
517	128387
518	10273
521	147947
522	166793
523	729756
525	7274
526	6146
527	22927
528	1261
529	57719
533	140825
534	390174
535	56704
537	57462
538	91748
539	23035
540	147184
545	115704
546	6876
547	6518
549	51102
550	51738
551	653423
552	3775
553	3588
554	5268
558	26095
563	116379
566	987
567	81796
570	4542
571	57404
572	390058
573	962
574	84262
575	2571
576	7374
577	113452
578	6495
579	440087
580	102724862
581	5241
582	871
583	64072
585	27019
586	79541
587	25777
590	51696
593	51646
594	2232
595	253769
596	815
597	728378
598	3623
599	496
602	127703
604	641700
605	84154
607	646862
608	3995
610	9118
611	51385
613	57168
617	4060
622	90187
623	54925
624	57192
627	11093
629	23131
631	5546
632	25870
633	3563
634	94233
635	206358
636	51426
637	1352
638	7932
639	81555
640	154007
641	29105
642	5030
643	83461
644	9694
645	7348
646	1893
648	8498
649	84991
650	5979
651	7525
652	92170
653	942
654	121268
655	121391
656	252995
657	55799
658	4351
659	199964
660	79646
661	5187
662	253190
663	2909
664	10467
665	6231
666	145748
667	121599
668	27173
669	343035
670	129401
671	53
672	6602
673	25849
675	23423
676	758
677	2932
678	23588
680	387715
682	5079
683	343069
684	84159
685	100505876
686	56121
687	54879
688	5345
689	7172
694	997
695	23569
696	79310
699	54848
701	6729
705	7567
706	9848
708	79054
710	3495
712	29951
713	534
714	83714
715	6392
716	3684
717	10998
718	126123
719	55858
720	164395
721	147945
722	148252
725	752
726	65110
727	10523
728	477
729	5433
730	84808
731	55532
732	65121
733	5539
734	3621
735	2346
738	10970
740	3551
741	200728
744	10849
745	1102
746	160418
747	51060
750	10174
752	137835
753	11273
754	341
755	55239
757	10621
758	11328
759	55795
760	19
761	3064
762	336
763	6048
765	151056
766	83999
767	81248
768	84501
770	5585
771	145946
773	115825
774	285753
775	26266
776	9308
777	2768
778	146540
779	27124
780	3566
781	283677
782	3021
783	285498
784	8573
785	100507050
786	5827
788	9169
790	23080
793	23013
794	6001
795	163486
796	257364
797	25834
799	7770
800	26118
801	26061
805	60312
808	94239
810	84134
811	728927
813	7587
814	90956
815	4975
816	4159
817	5528
818	2549
819	197258
820	11146
821	83539
822	51308
823	7286
824	54897
825	1558
826	55093
827	54443
828	2039
829	254528
830	84945
831	283820
832	2972
833	58533
834	1447
835	5286
836	112937
837	684
838	4292
839	386746
840	5639
841	22989
842	340393
843	2653
844	645037
845	60496
846	8402
847	284349
856	284352
857	10749
858	280664
859	4987
860	79092
861	353515
862	54502
863	80381
864	7832
865	5912
866	9538
867	56904
868	57644
869	9129
871	115207
873	223117
874	5172
875	4493
881	23646
883	51621
885	8973
886	5510
887	9060
889	653598
890	440730
891	83935
892	161247
894	1453
896	56624
898	79834
899	4775
900	3073
901	5816
902	2150
904	131368
905	54964
908	3339
909	83857
910	285025
911	196374
912	64097
913	5313
914	125058
915	6541
916	388569
917	388559
919	7263
920	3932
921	221481
922	85460
923	55435
924	5138
925	134359
926	3397
927	440026
928	6690
929	84294
930	81615
931	23118
932	4162
933	1404
939	168537
940	26239
941	79798
942	387911
943	3297
944	283160
945	10694
946	1536
947	56675
948	2177
949	3174
950	166348
951	3141
952	55737
953	554235
954	9350
955	51606
956	11112
957	323
958	645078
959	34
960	84056
961	346
962	81573
963	5583
965	5803
966	139741
967	9671
968	2100
969	494514
970	23170
971	11010
972	5545
973	8728
974	522
975	728656
976	4689
977	26750
978	8301
983	255374
984	645432
987	10181
988	5834
989	4582
990	2920
991	28526
993	5045
994	26034
995	1954
996	5147
997	117145
998	401505
999	65055
1000	91464
1001	2263
1002	6523
1003	3299
1004	283208
1005	8317
1006	885
1007	8745
1008	8192
1009	391114
1010	2623
1012	23360
1013	345557
1014	25912
1015	317649
1016	84191
1017	247
1018	83872
1019	790952
1020	57333
1021	120406
1022	85315
1024	79137
1025	27304
1026	79412
1027	10492
1028	7016
1029	11163
1030	85014
1031	100499483
1032	387712
1033	9172
1036	55966
1039	285148
1040	2978
1041	150677
1043	11282
1044	140706
1045	275
1046	8815
1047	2790
1048	8912
1050	11165
1051	4065
1052	8668
1053	1053
1054	10344
1056	4861
1058	1285
1059	6726
1060	283219
1062	23520
1063	10681
1066	2171
1068	49855
1069	345062
1070	730262
1071	9435
1072	10107
1073	55206
1075	283537
1080	8737
1081	400668
1082	55008
1084	6769
1087	9863
1088	5859
1089	1193
1101	245928
1102	89910
1103	57864
1104	3960
1105	648
1106	2205
1107	9425
1108	57706
1109	27202
1111	100526832
1112	378807
1113	339761
1114	8649
1116	10223
1117	5449
1118	81621
1119	79959
1120	126147
1121	116068
1122	54806
1123	54207
1124	3347
1128	83871
1129	51160
1130	92745
1131	10844
1132	2155
1133	8739
1134	51633
1135	3400
1136	8942
1137	390432
1138	124641
1139	27090
1140	128408
1141	339855
1142	2912
1143	8742
1144	9363
1145	23168
1146	171019
1147	50508
1149	7142
1152	126410
1153	9031
1154	1856
1155	50855
1158	5913
1159	55973
1160	10840
1161	9774
1163	2303
1164	4591
1173	161145
1174	5192
1175	50486
1176	54873
1178	146
1179	128240
1180	9851
1181	7317
1182	5481
1183	54432
1184	3712
1185	170384
1186	58516
1187	5746
1188	257160
1191	4191
1192	4670
1193	1014
1195	26290
1196	84000
1198	54480
1200	3485
1201	23471
1203	58525
1207	10638
1208	6236
1209	126353
1211	1584
1212	94005
1213	8533
1215	729085
1230	254973
1232	10768
1233	26333
1234	10585
1235	8403
1236	63910
1237	23304
1238	10057
1240	84286
1241	348
1244	645974
1258	9987
1259	23283
1260	7554
1261	387082
1262	3606
1263	55004
1264	10721
1265	1052
1266	10157
1267	1846
1268	84986
1269	258
1270	9227
1271	54994
1272	375298
1277	9185
1278	7768
1280	10667
1281	25978
1282	7455
1284	5575
1285	10606
1286	79726
1287	3119
1288	81492
1289	9860
1290	3776
1291	51146
1292	338773
1293	26259
1294	84148
1295	163479
1296	27255
1297	203413
1298	7984
1299	9997
1300	2589
1301	28958
1302	2773
1303	2173
1305	57143
1306	64770
1307	3688
1308	79134
1310	3163
1311	9843
1312	8125
1314	252839
1315	124637
1316	54910
1317	946
1318	100288814
1325	79594
1326	85319
1327	84779
1329	161725
1337	29080
1339	10907
1340	2151
1345	317719
1346	348378
1347	3808
1348	6760
1349	1418
1350	163732
1351	138805
1352	51294
1353	79746
1355	6152
1356	259282
1357	2691
1358	53840
1359	4967
1360	26511
1361	6936
1362	130399
1363	2798
1364	91179
1365	83452
1366	160622
1368	84514
1369	4161
1370	125144
1371	1047
1373	4686
1374	26233
1375	10500
1376	54660
1378	5020
1379	7064
1380	5696
1381	1072
1382	83449
1384	10887
1385	26960
1386	126133
1387	91807
1388	527
1389	7041
1390	4209
1392	145173
1393	84654
1394	284184
1395	124790
1396	57549
1397	5087
1398	387775
1399	56139
1400	3762
1401	57642
1404	65990
1406	10675
1407	8021
1408	7454
1409	7265
1410	664701
1411	5567
1412	170680
1413	440699
1414	6011
1415	27071
1417	2658
1418	57689
1419	55764
1420	50618
1421	3838
1427	51655
1428	220929
1429	344838
1431	64784
1432	5955
1434	55374
1435	25874
1436	440829
1437	11185
1438	140596
1439	117194
1440	55272
1441	27111
1444	90196
1445	4488
1446	5547
1447	4130
1448	23067
1452	6999
1453	55293
1454	6840
1455	10233
1456	2202
1457	79188
1459	282679
1460	155054
1462	29980
1463	87
1464	79290
1465	8237
1466	390916
1468	10901
1469	1796
1470	2752
1471	10400
1472	3228
1473	644591
1474	25946
1475	100128327
1476	146395
1477	91801
1478	51199
1479	219749
1482	84639
1485	80232
1486	84937
1487	219982
1488	58499
1489	55879
1490	55680
1491	9543
1493	114926
1495	2941
1496	10683
1497	7518
1499	116173
1500	79058
1501	185
1503	6461
1504	859
1506	399694
1508	345611
1509	9677
1510	196500
1511	128861
1512	10480
1513	64859
1514	8288
1515	83938
1519	201627
1520	10922
1521	10126
1522	64375
1523	100131997
1524	51155
1525	401565
1527	9670
1528	2998
1534	1397
1535	55745
1536	199746
1537	9748
1538	48
1539	7980
1540	80333
1543	203062
1544	7299
1545	10319
1548	84616
1549	57128
1551	5432
1553	245802
1555	26238
1557	219402
1558	57664
1559	166785
1562	84365
1564	284827
1565	836
1571	389072
1572	253461
1573	285533
1576	1875
1577	83259
1579	57493
1580	64006
1581	51101
1582	54852
1583	3732
1584	56967
1585	9293
1586	9376
1588	115677
1589	205860
1591	1955
1592	285761
1593	6843
1594	149603
1595	10172
1600	342900
1601	23787
1602	28908
1603	81888
1604	84172
1605	340348
1606	55698
1607	53947
1608	5678
1609	2528
1610	203562
1611	22866
1612	388730
1613	79626
1615	92483
1616	5387
1617	29098
1618	164656
1620	390429
1621	526
1622	57165
1627	10948
1628	646
1629	2266
1630	2976
1632	8613
1633	977
1634	2999
1635	4881
1636	440350
1638	50839
1639	9212
1641	2180
1642	646915
1643	113091
1644	7043
1645	79139
1646	474354
1647	54884
1649	100129969
1650	10973
1652	10657
1653	401973
1654	5464
1655	390010
1656	7141
1659	10537
1660	29117
1662	4968
1663	3636
1665	129450
1666	115
1667	8574
1668	493829
1669	203260
1670	3537
1671	2619
1672	51176
1673	27134
1674	2838
1675	10086
1676	10110
1677	81542
1678	11343
1687	5375
1690	2765
1716	57876
1717	63899
1718	54472
1719	2242
1723	162998
1725	85397
1727	147686
1728	266697
1729	51231
1730	390072
1731	23560
1733	835
1734	286097
1735	26520
1736	8473
1737	81704
1738	84894
1739	23017
1740	2527
1741	3890
1742	53336
1743	4534
1745	9501
1746	6744
1747	79659
1748	3227
1749	81570
1750	85012
1755	27147
1756	196335
1757	26223
1758	284110
1759	51364
1760	23171
1761	85235
1762	53347
1763	79414
1767	9858
1768	5669
1769	1519
1770	389658
1773	504189
1774	1288
1775	200035
1776	102723859
1777	5988
1778	10505
1780	57187
1781	84077
1783	125931
1785	51054
1786	8366
1787	200504
1788	55296
1789	390073
1791	81539
1793	5879
1794	401647
1795	26036
1796	1428
1797	146057
1798	1016
1800	10022
1801	284069
1802	7903
1803	1186
1804	79815
1805	84067
1806	134
1807	3543
1808	22918
1809	51596
1810	23676
1811	79694
1812	57096
1813	5469
1814	9984
1815	200030
1816	10742
1819	57127
1820	574414
1821	5714
1822	2220
1823	84957
1824	57379
1825	140807
1826	6376
1827	9026
1828	374569
1829	84896
1830	347169
1831	9381
1832	133686
1833	3892
1834	55892
1836	148398
1837	6154
1838	338645
1839	6921
1840	5265
1841	89886
1842	23499
1843	1212
1844	29766
1845	1020
1846	4731
1847	55210
1848	3853
1849	64854
1850	4008
1852	6276
1854	2966
1855	85443
1856	999
1857	11155
1859	1349
1861	2011
1869	27332
1870	10250
1871	90226
1874	4796
1875	23143
1876	11013
1877	80704
1879	3709
1880	79296
1889	959
1890	84223
1891	10485
1892	6045
1893	5798
1894	3042
1896	255928
1901	91419
1902	2167
1903	2556
1906	5431
1907	131450
1908	9413
1909	5787
1910	1958
1911	10044
1912	53827
1915	1230
1917	783
1933	9839
1936	23008
1937	84689
1938	388325
1939	152273
1942	10886
