entrez	new
1	140801
2	55713
9	51123
10	8317
12	130574
13	2797
14	81193
15	29078
16	84698
18	8654
19	57528
20	57544
21	57171
22	7681
23	643376
24	2263
25	27327
26	388818
27	10921
28	8560
29	84503
30	54874
31	22954
32	4702
33	286204
34	3301
35	55342
36	8761
37	54988
38	338321
39	6733
40	91647
41	374900
43	1758
47	728047
48	84376
49	126070
50	146723
51	575
52	57509
53	51700
54	64066
55	242
56	340665
58	7551
59	23392
60	4322
70	2739
71	163590
72	8313
81	5375
86	4099
87	54964
88	4081
89	50836
90	375775
91	51083
92	257397
93	815
94	79644
95	84968
97	640
98	55748
100	283078
101	116236
102	2775
103	57156
104	127731
105	6730
107	57216
108	6423
109	29115
111	728233
112	11313
113	162966
114	388389
115	5051
116	353144
117	23217
118	8153
119	164395
120	158787
123	90673
124	284904
125	23555
126	337977
127	4189
128	644096
130	10588
131	64805
132	160428
133	9464
134	101927423
135	93166
136	1965
140	283933
141	57630
142	79175
143	7320
146	79072
147	22931
148	124454
150	6013
151	9260
152	9708
153	11092
154	642517
155	90231
156	92283
157	88
158	643752
159	287
160	81688
161	408263
162	26984
163	23126
164	725
165	84911
166	25871
167	9788
173	127435
174	22850
175	342945
176	735
177	115704
178	2306
181	2356
182	646625
183	55640
185	8608
186	7031
187	6229
189	55507
190	29102
191	345456
196	55325
197	100128190
199	729533
202	9870
203	79908
204	2117
205	10785
207	26207
208	3925
210	9805
211	255101
212	643988
213	58189
214	829
215	574028
216	8570
217	1501
218	6173
219	2915
220	23070
221	51663
222	1149
223	7368
224	8314
225	256979
226	83752
229	283377
230	23541
231	5931
238	3007
239	2847
240	245973
241	79679
242	6296
246	647219
247	195827
248	57559
249	368
250	254879
251	4591
257	80115
258	1089
259	121506
262	149986
265	166979
266	1396
267	3361
268	729085
269	3636
270	4899
271	221322
272	6591
273	92270
274	25886
275	285966
276	138804
277	284013
278	25942
279	26048
280	11217
283	84068
284	115123
285	91977
286	5934
287	23567
288	57188
290	255189
291	5875
292	3516
293	7574
301	9032
302	90390
304	23094
306	55959
307	5986
308	221079
309	10270
310	54951
311	55837
312	4606
313	51480
314	345611
316	159
317	54856
318	26507
319	9001
320	6448
321	3512
322	158809
323	653
324	7075
325	199834
326	4817
327	3386
328	22835
329	6396
330	23526
331	7442
332	255324
333	58526
334	51029
335	729974
336	22880
337	79363
338	55704
339	57088
341	84274
343	5691
344	65249
345	1757
346	56132
347	10291
348	3281
350	375743
351	128710
353	5036
354	221421
355	4763
356	9138
357	116412
358	221823
359	441478
360	11334
361	54621
362	84313
363	100287238
364	22798
366	7678
367	84941
368	25920
369	54557
372	7849
373	219654
374	124641
375	441081
377	11085
378	55589
379	201625
381	4626
382	790955
383	80310
384	4588
387	729447
388	254531
389	9848
390	1499
391	9256
392	5317
393	3344
394	4214
395	81472
396	2904
397	56979
398	9692
399	5582
400	8390
401	330
402	140625
403	100506736
405	389421
406	9879
407	2099
408	5286
409	84867
410	7139
411	114780
412	10141
414	3416
415	143384
416	1509
417	1564
419	9468
420	9442
421	54819
427	3782
429	57106
430	7365
432	51327
433	2013
434	100127983
435	9478
438	375057
439	1593
440	1123
443	92162
444	50832
445	57705
460	142940
462	389376
463	477
466	2997
467	8031
468	9315
471	3081
472	4314
473	100462983
474	8909
475	5030
476	223082
477	2992
478	51074
479	6582
480	83595
481	1017
482	431704
483	85480
486	8615
487	54805
488	8204
489	100463489
490	6476
491	27333
492	91272
493	83935
495	221960
496	8161
498	7013
501	10048
506	79726
509	2189
513	84869
514	283316
515	865
516	57127
517	147199
518	135941
521	22795
522	26960
523	9612
525	2016
526	92181
527	399
528	80162
529	3014
533	7373
534	57158
535	80000
537	5159
538	135250
539	2116
540	4858
545	90993
546	64428
547	386672
549	84912
550	84851
551	149603
552	10367
553	29948
554	64837
558	9908
563	84924
566	332
567	158431
570	5702
571	9919
572	3339
573	154467
574	100505573
575	83742
576	54566
577	245908
578	85329
579	117579
580	4798
581	79887
582	3276
583	29914
585	10672
586	7124
587	5223
590	171568
593	4070
594	390154
595	9112
596	390197
597	2041
598	729092
599	56157
602	5228
604	6853
