entrez	new
1	113791
2	84444
9	390072
10	5990
12	79296
13	132320
14	55788
15	84272
16	83860
18	440193
19	80328
20	2491
21	6523
22	4148
23	56105
24	91272
25	8301
26	4779
27	635
28	85455
29	3754
30	2842
31	7490
32	7789
33	8557
34	9325
35	4712
36	26157
37	64208
38	5045
39	221830
40	91748
41	57413
43	10771
47	284352
48	92703
49	11116
50	2904
51	51162
52	100133220
53	2969
54	256227
55	347688
56	23041
58	9219
59	85291
60	123688
70	10635
71	646799
72	5250
81	9446
86	9654
87	25980
88	961
89	57020
90	28820
91	9666
92	9488
93	124540
94	400506
95	23349
97	4835
98	6039
100	645037
101	997
102	81889
103	6137
104	26225
105	5908
107	9121
108	613210
109	390155
111	166655
112	291
113	25814
114	84449
115	9976
116	79957
117	3811
118	164284
119	79048
120	154141
123	1996
124	3099
125	2301
126	79885
127	9963
128	8161
130	284402
131	55586
132	4794
133	153743
134	25807
135	4897
136	8324
140	577
141	54852
142	2622
143	8204
146	284382
147	149951
148	10810
150	80776
151	254187
152	64288
153	79802
154	64422
155	266675
156	7711
157	83732
158	8359
159	79861
160	60677
161	646486
162	9645
163	26472
164	8858
165	6832
166	201134
167	115362
173	337972
174	3802
175	7403
176	5284
177	124790
178	22818
181	10900
182	23411
183	10548
185	26582
186	11091
187	79145
189	56137
190	54558
191	283899
196	117196
197	390083
199	23094
202	2975
203	3911
204	79057
205	6304
207	25832
208	6013
210	6879
211	339210
212	9584
213	222663
214	3841
215	83442
216	64766
217	54429
218	55636
219	10919
220	7546
221	144715
222	160760
223	378948
224	7009
225	4071
226	55294
229	23228
230	3290
231	114826
238	126308
239	8364
240	1375
241	93426
242	1193
246	54888
247	5638
248	6907
249	23746
250	2043
251	70
257	643
258	119679
259	3351
262	928
265	57409
266	80765
267	337876
268	9587
269	55100
270	90317
271	26053
272	2880
273	5324
274	4150
275	344787
276	8492
277	84066
278	284827
279	81315
280	3198
283	8411
284	7097
285	79949
286	117156
287	11165
288	3448
290	11200
291	55118
292	643008
293	10787
301	4166
302	252969
304	57162
306	152815
307	56920
308	7626
309	23026
310	2919
311	6489
312	391104
313	5670
314	23426
316	1901
317	1622
318	10223
319	79187
320	10418
321	283417
322	4838
