entrez	new
1	1084
2	10253
9	54926
10	645369
12	9848
13	139135
14	362
15	6498
16	407738
18	23515
19	55072
20	1810
21	23162
22	3834
23	55809
24	54556
25	9083
26	1453
27	57223
28	64806
29	22832
30	10599
31	10891
32	23190
33	55929
34	1960
35	10473
36	124590
37	23362
38	4191
39	64225
40	9136
41	54476
43	3087
47	117143
48	613
49	84218
50	84944
51	11021
52	25803
53	54885
54	57211
55	10071
56	6621
58	23584
59	6903
60	9338
70	57827
71	6840
72	653550
81	3636
86	8786
87	79752
88	142683
89	387338
90	347527
91	64288
92	100507096
93	83985
94	8870
95	84069
97	164
98	1605
100	389493
101	643155
102	79443
103	863
104	10057
105	10110
107	23383
108	93408
109	100506736
111	3084
112	1961
113	1489
114	54541
115	118672
116	9295
117	686
118	51720
119	79587
120	79861
123	734
124	284312
125	100293516
126	7618
127	8760
128	23262
130	595
131	9094
132	392509
133	3479
134	8266
135	6786
136	90
140	79470
141	9096
142	65267
143	10254
146	5862
147	9183
148	729355
150	79339
151	7431
152	388552
153	162655
154	81930
155	6569
156	54927
157	254122
158	91694
159	343505
160	338323
161	49854
162	145270
163	1687
164	11317
165	115111
166	1632
167	9509
173	26027
174	84658
175	120224
176	344387
177	54951
178	4255
181	23191
182	78992
183	10060
185	1678
186	23368
187	7472
189	149111
190	1841
191	3394
196	390113
197	337963
199	391194
202	1272
203	90637
204	131377
205	9910
207	10926
208	115509
210	55301
211	6610
212	81856
213	219473
214	374383
215	51154
216	23769
217	8711
218	80007
219	552900
220	9453
221	201798
222	154150
223	26165
224	57491
225	54039
226	3231
229	644378
230	1778
231	29841
238	26065
239	3232
240	5424
241	64969
242	94104
246	201514
247	22933
248	81
249	100131390
250	10499
251	26984
257	60488
258	54469
259	30010
262	10813
265	3109
266	79745
267	84312
268	119392
269	10241
270	4336
271	127077
272	119678
273	11244
274	10846
275	3787
276	161582
277	9212
278	343
279	64857
280	25925
283	151011
284	5520
285	22905
286	1397
287	1493
288	5986
290	9968
291	4594
292	92285
293	5928
301	9416
302	8907
304	59350
306	3887
307	122622
308	84446
309	1528
310	342618
311	3487
312	9754
313	84501
314	9778
316	56977
317	199920
318	121260
319	147686
320	56605
321	359948
322	64764
323	1140
324	4677
325	2023
326	23034
327	26207
328	10618
329	100288287
330	84677
331	10457
332	128674
333	56913
334	56964
335	3815
336	6091
337	23011
338	29851
339	54516
341	642280
343	728226
344	643866
345	2046
346	122876
347	646915
348	56647
350	4437
351	2735
353	27198
354	9128
355	84128
356	54165
357	3881
358	376497
359	3712
360	79024
361	5540
362	5609
363	8729
364	4973
366	23660
367	8825
368	9855
369	1299
372	3985
373	7345
374	6095
375	56751
377	6251
378	55124
379	10699
381	91782
382	9694
383	574037
384	7773
387	148109
388	58985
389	7290
390	2444
391	51411
392	6854
393	10538
394	57150
395	79680
396	148823
397	146556
398	25917
399	25957
400	280658
401	26188
402	55915
403	360
405	6185
406	5010
407	116085
408	51181
409	3910
410	90480
411	26993
412	6855
414	124602
415	57718
416	65997
417	374403
419	9468
420	22936
421	6879
427	27295
429	390072
430	23460
432	5454
433	57130
434	719
435	84290
438	10451
439	6726
440	25963
443	27339
444	79016
445	3251
460	23035
462	403273
463	90632
466	9632
467	55083
468	151313
471	4086
472	2245
473	144983
474	2625
475	6881
476	2063
477	2194
478	51497
479	23051
480	165082
481	501
482	85437
483	389524
486	5149
487	3482
488	5383
489	55591
490	338328
491	6322
492	10518
493	1854
495	81315
496	50807
498	56104
501	64432
506	51164
509	3597
513	83729
514	11281
515	5905
516	55212
517	10267
518	5558
521	6559
522	84186
