entrez	new
1	80032
2	3764
9	7180
10	4122
12	221143
13	126119
14	221710
15	66002
16	23219
18	442179
19	1763
20	823
21	3483
22	83742
23	10890
24	23416
25	54801
26	27295
27	596
28	8658
29	54546
30	91683
31	79887
32	151254
33	23143
34	80097
35	9826
36	114134
37	23258
38	2072
39	207063
40	79144
41	728695
43	130540
47	5422
48	5018
49	100130771
50	3996
51	117532
52	55506
53	23597
54	390259
55	10861
56	83878
58	1401
59	100134934
60	440145
70	4745
71	55653
72	56259
81	55113
86	92715
87	50999
88	8128
89	5562
90	6300
91	643664
92	6442
93	4744
94	23521
95	51463
97	344901
98	414
100	79805
101	283726
102	4975
103	6121
104	79810
105	317702
107	1437
108	27072
109	653619
111	92912
112	375298
113	340595
114	54503
115	11067
116	4602
117	286365
118	5228
119	55127
120	2006
123	10317
124	10459
125	10204
126	442868
127	338321
128	254122
130	5300
131	10897
132	51277
133	8687
134	6374
135	54848
136	192134
140	160418
141	2125
142	90990
143	9308
146	7809
147	140612
148	4741
150	10111
151	285349
152	80852
153	391622
154	9617
155	23305
156	3678
157	11004
158	4642
159	57562
160	92162
161	359
162	3767
163	283129
164	1991
165	4329
166	7086
167	1979
173	8997
174	81605
175	9988
176	219699
177	27180
178	7695
181	4057
182	57678
183	1088
185	6404
186	6147
187	5463
189	728340
190	4152
191	54878
196	51213
197	23251
199	112858
202	5947
203	3631
204	138715
205	54480
207	57544
208	63891
210	353299
211	80055
212	80264
213	170622
214	1444
215	8863
216	284716
217	1725
218	221937
219	285282
220	10950
221	127396
222	8506
223	6176
224	388611
225	28951
226	353142
229	4886
230	197259
231	6447
238	25778
239	84939
240	158800
241	10113
242	11275
246	653641
247	55711
248	10752
249	57758
250	2555
251	1059
257	80173
258	653121
259	11166
262	10520
265	65055
266	120863
267	29841
268	55298
269	9637
270	63898
271	9652
272	56888
273	8363
274	8726
275	10475
276	10131
277	55167
278	407
279	55633
280	8233
283	347731
284	29098
285	1777
286	10957
287	58478
288	79755
290	259173
291	92675
292	5872
293	153328
301	10665
302	2668
304	84536
306	1822
307	55743
308	353500
309	3224
310	56997
311	54431
312	140838
313	114991
314	10553
316	133522
317	8538
318	64708
319	2826
320	9153
321	9913
322	89944
323	4105
324	9169
325	79400
326	79366
327	7074
328	4841
329	55624
330	114814
331	54742
332	114822
333	6293
334	26683
335	9722
336	91252
337	148266
338	8792
339	2492
341	5565
343	148641
344	10452
345	388555
346	54862
347	6862
348	55969
350	60401
351	342892
353	2515
354	79954
355	5860
356	114327
357	4779
358	84436
359	8313
360	8989
361	81493
362	26291
363	27013
364	100134444
366	51081
367	79658
368	57876
369	10785
372	10818
373	2532
374	9937
375	738
377	169200
378	283652
379	391002
381	2892
382	150274
383	3713
384	9804
387	6310
388	1071
389	2119
390	6510
391	6092
392	6319
393	54439
394	54956
395	224
396	23421
397	79625
398	116238
399	11213
400	9050
401	337963
402	1421
403	91748
405	57563
406	723961
407	9957
408	5052
409	117145
410	11255
411	93144
412	80321
414	10161
415	11072
416	23020
417	10106
419	9134
420	11274
421	79817
427	79803
429	64783
430	23505
432	140733
433	10736
434	124872
435	91574
438	7593
439	92421
440	114908
443	2840
444	80778
445	2980
460	10588
462	374918
463	286204
466	1180
467	346606
468	388228
471	10042
472	146183
473	9204
474	116512
475	5518
476	54982
477	127124
478	126003
479	617
480	126259
481	84626
482	79042
483	92747
486	4225
487	246
488	79778
489	2589
490	81850
491	6588
492	7862
493	4313
495	10147
496	7337
498	220042
501	95681
506	390038
509	648
513	5408
514	54534
515	375323
516	1460
517	9412
518	219429
521	22850
522	55825
523	30827
525	390195
526	22927
527	56288
528	23266
529	1910
533	157848
534	223117
535	79873
537	10926
538	80223
539	8325
540	79869
545	1066
546	112937
547	10134
549	4351
550	259197
551	100131997
552	1106
553	146279
554	117247
558	4700
563	392399
566	129880
567	3364
570	54959
571	128646
572	152185
573	64755
574	6474
575	129521
576	64090
577	92960
578	4245
579	5551
580	51138
581	9882
582	344387
583	728276
585	392843
586	57099
587	54535
590	26520
593	83849
594	6769
595	8737
596	4716
597	85456
598	1981
599	760
602	9667
604	10220
605	170482
607	85476
608	64221
610	79875
611	2213
613	55299
617	6869
622	79587
623	80135
624	5744
627	51529
629	10307
631	9929
632	7475
633	51260
634	54920
635	2191
636	30837
637	55643
638	728945
639	2850
640	54596
641	93663
642	1046
643	7469
644	2230
645	399512
646	2063
648	8082
649	1644
650	2623
651	51090
652	51608
